"행정구역","2022년10월_계_총인구수","2022년10월_계_연령구간인구수","2022년10월_계_0~4세","2022년10월_계_5~9세","2022년10월_계_10~14세","2022년10월_계_15~19세","2022년10월_계_20~24세","2022년10월_계_25~29세","2022년10월_계_30~34세","2022년10월_계_35~39세","2022년10월_계_40~44세","2022년10월_계_45~49세","2022년10월_계_50~54세","2022년10월_계_55~59세","2022년10월_계_60~64세","2022년10월_계_65~69세","2022년10월_계_70~74세","2022년10월_계_75~79세","2022년10월_계_80~84세","2022년10월_계_85~89세","2022년10월_계_90~94세","2022년10월_계_95~99세","2022년10월_계_100세 이상","2022년10월_남_총인구수","2022년10월_남_연령구간인구수","2022년10월_남_0~4세","2022년10월_남_5~9세","2022년10월_남_10~14세","2022년10월_남_15~19세","2022년10월_남_20~24세","2022년10월_남_25~29세","2022년10월_남_30~34세","2022년10월_남_35~39세","2022년10월_남_40~44세","2022년10월_남_45~49세","2022년10월_남_50~54세","2022년10월_남_55~59세","2022년10월_남_60~64세","2022년10월_남_65~69세","2022년10월_남_70~74세","2022년10월_남_75~79세","2022년10월_남_80~84세","2022년10월_남_85~89세","2022년10월_남_90~94세","2022년10월_남_95~99세","2022년10월_남_100세 이상","2022년10월_여_총인구수","2022년10월_여_연령구간인구수","2022년10월_여_0~4세","2022년10월_여_5~9세","2022년10월_여_10~14세","2022년10월_여_15~19세","2022년10월_여_20~24세","2022년10월_여_25~29세","2022년10월_여_30~34세","2022년10월_여_35~39세","2022년10월_여_40~44세","2022년10월_여_45~49세","2022년10월_여_50~54세","2022년10월_여_55~59세","2022년10월_여_60~64세","2022년10월_여_65~69세","2022년10월_여_70~74세","2022년10월_여_75~79세","2022년10월_여_80~84세","2022년10월_여_85~89세","2022년10월_여_90~94세","2022년10월_여_95~99세","2022년10월_여_100세 이상"
"경기도 성남시 분당구 (4113500000)","482,111","482,111","14,330","22,566","26,850","26,062","28,305","33,406","34,146","34,252","41,483","42,672","45,233","34,318","31,822","23,248","14,844","11,704","9,007","5,195","2,146","442","80","233,738","233,738","7,352","11,552","13,743","13,299","14,260","16,843","16,880","16,359","19,302","19,999","21,986","16,871","15,444","11,312","6,933","5,172","3,845","1,843","627","92","24","248,373","248,373","6,978","11,014","13,107","12,763","14,045","16,563","17,266","17,893","22,181","22,673","23,247","17,447","16,378","11,936","7,911","6,532","5,162","3,352","1,519","350","56"
"경기도 의정부시 (4115000000)","463,324","463,324","13,141","18,400","20,127","21,022","29,167","33,443","30,044","30,010","35,870","36,531","43,442","38,100","37,062","26,635","17,753","14,259","10,969","5,255","1,694","342","58","227,935","227,935","6,849","9,475","10,278","10,817","14,659","16,904","15,449","15,350","18,463","18,139","21,247","18,765","18,210","12,629","8,009","6,129","4,353","1,739","395","66","10","235,389","235,389","6,292","8,925","9,849","10,205","14,508","16,539","14,595","14,660","17,407","18,392","22,195","19,335","18,852","14,006","9,744","8,130","6,616","3,516","1,299","276","48"
"경기도 안양시 (4117000000)","548,372","548,372","16,294","20,948","24,175","25,905","32,871","39,164","40,467","38,496","41,672","43,128","50,262","45,011","46,429","31,811","19,743","13,801","10,341","5,423","1,994","384","53","270,992","270,992","8,299","10,626","12,569","13,433","16,860","20,410","20,873","19,785","20,980","20,964","24,424","21,901","22,473","15,624","9,510","6,081","4,005","1,628","453","87","7","277,380","277,380","7,995","10,322","11,606","12,472","16,011","18,754","19,594","18,711","20,692","22,164","25,838","23,110","23,956","16,187","10,233","7,720","6,336","3,795","1,541","297","46"
"경기도 안양시 만안구 (4117100000)","234,331","234,331","6,517","7,646","8,095","9,388","13,929","17,665","17,209","15,758","16,638","16,665","20,882","20,538","21,864","15,413","10,033","7,144","5,245","2,601","898","175","28","117,050","117,050","3,262","3,842","4,268","4,904","7,088","9,330","9,096","8,294","8,778","8,492","10,171","10,130","10,712","7,529","4,875","3,151","2,073","823","195","35","2","117,281","117,281","3,255","3,804","3,827","4,484","6,841","8,335","8,113","7,464","7,860","8,173","10,711","10,408","11,152","7,884","5,158","3,993","3,172","1,778","703","140","26"
"경기도 안양시 동안구 (4117300000)","314,041","314,041","9,777","13,302","16,080","16,517","18,942","21,499","23,258","22,738","25,034","26,463","29,380","24,473","24,565","16,398","9,710","6,657","5,096","2,822","1,096","209","25","153,942","153,942","5,037","6,784","8,301","8,529","9,772","11,080","11,777","11,491","12,202","12,472","14,253","11,771","11,761","8,095","4,635","2,930","1,932","805","258","52","5","160,099","160,099","4,740","6,518","7,779","7,988","9,170","10,419","11,481","11,247","12,832","13,991","15,127","12,702","12,804","8,303","5,075","3,727","3,164","2,017","838","157","20"
"경기도 부천시 (4119000000)","792,561","792,561","20,794","28,690","32,329","34,274","46,530","59,114","55,900","53,330","61,562","60,959","72,400","69,152","72,776","49,391","29,889","19,826","14,727","7,488","2,725","586","119","392,472","392,472","10,700","14,723","16,549","17,563","23,891","30,619","28,901","27,479","31,381","30,530","35,269","33,324","35,617","24,108","14,480","8,834","5,511","2,238","618","106","31","400,089","400,089","10,094","13,967","15,780","16,711","22,639","28,495","26,999","25,851","30,181","30,429","37,131","35,828","37,159","25,283","15,409","10,992","9,216","5,250","2,107","480","88"
"경기도 광명시 (4121000000)","288,366","288,366","8,351","12,143","14,269","14,913","16,915","18,186","18,874","19,650","24,039","24,743","26,278","22,435","22,813","17,023","10,740","7,455","5,593","2,741","974","192","39","141,961","141,961","4,264","6,196","7,290","7,694","8,790","9,412","9,768","9,971","11,770","12,184","13,019","11,228","10,869","8,053","5,046","3,268","2,090","787","210","45","7","146,405","146,405","4,087","5,947","6,979","7,219","8,125","8,774","9,106","9,679","12,269","12,559","13,259","11,207","11,944","8,970","5,694","4,187","3,503","1,954","764","147","32"
"경기도 평택시 (4122000000)","576,192","576,192","21,519","27,966","28,922","26,254","33,517","44,446","44,568","44,071","51,377","48,282","51,383","42,546","38,648","25,065","16,777","12,768","10,474","5,455","1,715","385","54","301,796","301,796","10,883","14,243","14,827","13,465","18,235","25,637","25,341","24,036","27,947","25,649","27,262","22,504","19,965","12,326","7,739","5,455","4,020","1,768","396","89","9","274,396","274,396","10,636","13,723","14,095","12,789","15,282","18,809","19,227","20,035","23,430","22,633","24,121","20,042","18,683","12,739","9,038","7,313","6,454","3,687","1,319","296","45"
"경기도 송탄출장소 (4122200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 안중출장소 (4122400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 동두천시 (4125000000)","91,980","91,980","2,025","3,370","4,147","4,126","5,081","5,456","4,772","4,781","6,277","7,009","8,521","7,792","8,272","6,232","4,496","3,975","3,446","1,578","494","115","15","45,875","45,875","1,015","1,766","2,058","2,112","2,728","2,935","2,621","2,430","3,200","3,620","4,450","4,146","4,186","2,997","1,984","1,644","1,307","505","142","27","2","46,105","46,105","1,010","1,604","2,089","2,014","2,353","2,521","2,151","2,351","3,077","3,389","4,071","3,646","4,086","3,235","2,512","2,331","2,139","1,073","352","88","13"
"경기도 안산시 (4127000000)","644,583","644,583","16,315","22,758","27,473","31,831","47,091","53,903","45,195","39,131","47,050","53,172","66,151","60,473","53,256","30,699","18,247","13,160","10,388","5,792","1,950","479","69","330,483","330,483","8,332","11,629","14,186","16,374","24,581","29,158","24,928","21,148","24,769","27,071","32,755","31,300","28,181","15,740","8,730","5,634","3,792","1,639","437","88","11","314,100","314,100","7,983","11,129","13,287","15,457","22,510","24,745","20,267","17,983","22,281","26,101","33,396","29,173","25,075","14,959","9,517","7,526","6,596","4,153","1,513","391","58"
"경기도 안산시 상록구 (4127100000)","346,589","346,589","8,050","12,244","14,807","17,408","26,389","29,271","23,262","20,198","24,777","28,567","36,088","32,674","28,326","16,387","9,796","7,578","6,059","3,267","1,117","281","43","176,832","176,832","4,094","6,257","7,623","8,919","13,742","15,852","12,898","10,771","12,947","14,446","17,831","16,863","14,972","8,376","4,616","3,170","2,177","942","280","50","6","169,757","169,757","3,956","5,987","7,184","8,489","12,647","13,419","10,364","9,427","11,830","14,121","18,257","15,811","13,354","8,011","5,180","4,408","3,882","2,325","837","231","37"
"경기도 안산시 단원구 (4127300000)","297,994","297,994","8,265","10,514","12,666","14,423","20,702","24,632","21,933","18,933","22,273","24,605","30,063","27,799","24,930","14,312","8,451","5,582","4,329","2,525","833","198","26","153,651","153,651","4,238","5,372","6,563","7,455","10,839","13,306","12,030","10,377","11,822","12,625","14,924","14,437","13,209","7,364","4,114","2,464","1,615","697","157","38","5","144,343","144,343","4,027","5,142","6,103","6,968","9,863","11,326","9,903","8,556","10,451","11,980","15,139","13,362","11,721","6,948","4,337","3,118","2,714","1,828","676","160","21"
"경기도 고양시 (4128000000)","1,074,784","1,074,784","30,290","43,945","50,060","50,949","65,407","75,734","71,739","70,707","83,986","89,059","106,093","91,516","83,761","55,598","34,316","28,495","24,200","13,314","4,534","937","144","524,837","524,837","15,226","22,478","25,593","25,993","33,337","38,552","35,794","35,222","41,062","43,031","51,420","44,914","42,119","27,667","15,580","11,770","9,223","4,371","1,245","203","37","549,947","549,947","15,064","21,467","24,467","24,956","32,070","37,182","35,945","35,485","42,924","46,028","54,673","46,602","41,642","27,931","18,736","16,725","14,977","8,943","3,289","734","107"
"경기도 고양시 덕양구 (4128100000)","486,427","486,427","15,516","20,612","21,172","20,096","27,007","33,568","34,793","35,317","39,521","38,515","44,484","40,047","38,182","26,744","17,216","13,984","11,403","5,868","1,919","405","58","239,515","239,515","7,809","10,576","10,817","10,253","13,796","17,175","17,354","17,896","19,958","19,232","21,984","19,856","19,164","13,027","7,875","5,824","4,440","1,883","498","84","14","246,912","246,912","7,707","10,036","10,355","9,843","13,211","16,393","17,439","17,421","19,563","19,283","22,500","20,191","19,018","13,717","9,341","8,160","6,963","3,985","1,421","321","44"
"경기도 고양시 일산동구 (4128500000)","297,055","297,055","7,359","11,537","13,778","14,625","19,052","22,529","19,622","18,373","22,746","25,231","30,821","25,976","23,365","14,776","8,660","7,132","6,144","3,714","1,293","281","41","144,256","144,256","3,687","5,928","7,097","7,435","9,611","11,290","9,794","9,031","10,836","11,910","14,859","12,619","11,749","7,554","3,955","2,959","2,297","1,217","350","65","13","152,799","152,799","3,672","5,609","6,681","7,190","9,441","11,239","9,828","9,342","11,910","13,321","15,962","13,357","11,616","7,222","4,705","4,173","3,847","2,497","943","216","28"
"경기도 고양시 일산서구 (4128700000)","291,302","291,302","7,415","11,796","15,110","16,228","19,348","19,637","17,324","17,017","21,719","25,313","30,788","25,493","22,214","14,078","8,440","7,379","6,653","3,732","1,322","251","45","141,066","141,066","3,730","5,974","7,679","8,305","9,930","10,087","8,646","8,295","10,268","11,889","14,577","12,439","11,206","7,086","3,750","2,987","2,486","1,271","397","54","10","150,236","150,236","3,685","5,822","7,431","7,923","9,418","9,550","8,678","8,722","11,451","13,424","16,211","13,054","11,008","6,992","4,690","4,392","4,167","2,461","925","197","35"
"경기도 과천시 (4129000000)","77,818","77,818","3,163","4,012","3,889","3,538","4,658","5,210","5,615","5,950","6,194","5,619","6,783","6,261","5,851","4,092","2,447","1,838","1,415","855","339","80","9","38,251","38,251","1,627","2,092","1,993","1,806","2,411","2,688","2,805","2,936","3,055","2,743","3,193","3,084","2,848","2,030","1,163","797","579","285","102","11","3","39,567","39,567","1,536","1,920","1,896","1,732","2,247","2,522","2,810","3,014","3,139","2,876","3,590","3,177","3,003","2,062","1,284","1,041","836","570","237","69","6"
"경기도 구리시 (4131000000)","189,008","189,008","5,130","7,800","8,431","8,622","11,266","13,340","12,028","12,298","15,379","15,360","18,182","16,217","16,000","10,715","6,861","5,128","3,796","1,768","554","115","18","93,626","93,626","2,643","4,039","4,306","4,454","5,718","6,883","6,098","6,226","7,810","7,592","8,760","8,066","8,036","5,277","3,218","2,188","1,545","584","157","22","4","95,382","95,382","2,487","3,761","4,125","4,168","5,548","6,457","5,930","6,072","7,569","7,768","9,422","8,151","7,964","5,438","3,643","2,940","2,251","1,184","397","93","14"
"경기도 남양주시 (4136000000)","737,352","737,352","23,308","36,774","41,269","38,123","41,664","42,901","40,826","48,184","66,580","65,485","68,182","56,327","53,666","40,365","27,668","20,554","15,174","7,130","2,502","546","124","366,348","366,348","12,084","18,780","21,221","19,671","21,670","22,198","20,622","23,604","32,773","33,017","34,599","28,711","26,747","19,229","12,888","9,192","6,269","2,355","601","95","22","371,004","371,004","11,224","17,994","20,048","18,452","19,994","20,703","20,204","24,580","33,807","32,468","33,583","27,616","26,919","21,136","14,780","11,362","8,905","4,775","1,901","451","102"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","229,821","229,821","7,747","12,348","13,483","11,826","13,407","16,678","17,271","18,839","23,535","21,016","19,617","15,160","13,923","9,122","6,008","4,424","3,327","1,481","485","113","11","119,603","119,603","3,960","6,277","6,940","6,081","7,024","9,340","9,784","10,112","12,641","11,144","10,354","7,873","7,038","4,404","2,820","1,868","1,316","494","111","21","1","110,218","110,218","3,787","6,071","6,543","5,745","6,383","7,338","7,487","8,727","10,894","9,872","9,263","7,287","6,885","4,718","3,188","2,556","2,011","987","374","92","10"
"경기도 시흥시 (4139000000)","512,168","512,168","19,107","26,402","26,453","24,498","30,947","36,054","36,179","39,813","48,083","44,529","48,263","41,931","35,956","20,924","12,412","8,659","6,969","3,438","1,230","269","52","267,503","267,503","9,688","13,349","13,559","12,556","16,817","19,694","19,681","21,131","25,891","24,162","24,909","22,268","19,448","10,735","6,079","3,727","2,548","958","246","48","9","244,665","244,665","9,419","13,053","12,894","11,942","14,130","16,360","16,498","18,682","22,192","20,367","23,354","19,663","16,508","10,189","6,333","4,932","4,421","2,480","984","221","43"
"경기도 군포시 (4141000000)","266,735","266,735","7,222","10,272","12,052","12,836","16,233","19,292","19,241","17,851","20,031","21,470","24,781","22,164","22,943","14,870","8,907","6,711","5,424","3,064","1,092","230","49","132,379","132,379","3,726","5,260","6,217","6,636","8,421","10,093","10,182","9,405","10,033","10,461","12,056","10,845","11,117","7,340","4,314","2,848","2,056","1,007","305","49","8","134,356","134,356","3,496","5,012","5,835","6,200","7,812","9,199","9,059","8,446","9,998","11,009","12,725","11,319","11,826","7,530","4,593","3,863","3,368","2,057","787","181","41"
"경기도 의왕시 (4143000000)","160,563","160,563","5,108","6,928","6,859","6,958","9,827","11,407","11,392","10,987","11,725","11,816","14,649","14,001","14,162","9,779","5,627","3,854","3,021","1,655","632","153","23","79,640","79,640","2,657","3,526","3,563","3,582","5,091","6,064","5,846","5,595","5,995","5,814","6,883","6,843","6,866","4,874","2,792","1,762","1,218","487","149","31","2","80,923","80,923","2,451","3,402","3,296","3,376","4,736","5,343","5,546","5,392","5,730","6,002","7,766","7,158","7,296","4,905","2,835","2,092","1,803","1,168","483","122","21"
"경기도 하남시 (4145000000)","324,674","324,674","13,291","18,982","16,868","13,062","15,660","21,366","24,618","28,017","32,942","26,422","25,186","21,448","22,686","17,288","11,408","7,265","4,714","2,285","902","230","34","162,159","162,159","6,858","9,639","8,536","6,621","7,899","10,590","12,219","14,080","16,812","13,927","12,848","10,658","11,015","8,315","5,692","3,601","1,921","698","188","37","5","162,515","162,515","6,433","9,343","8,332","6,441","7,761","10,776","12,399","13,937","16,130","12,495","12,338","10,790","11,671","8,973","5,716","3,664","2,793","1,587","714","193","29"
"경기도 용인시 (4146000000)","1,076,369","1,076,369","34,226","54,495","61,905","60,070","67,342","68,167","63,954","72,837","96,185","98,577","100,170","75,689","66,664","50,215","37,480","30,470","22,248","10,891","3,806","833","145","534,236","534,236","17,470","27,875","31,600","30,933","34,885","36,013","32,434","35,845","46,935","48,779","50,307","38,741","33,284","23,281","16,843","13,559","9,941","4,208","1,095","176","32","542,133","542,133","16,756","26,620","30,305","29,137","32,457","32,154","31,520","36,992","49,250","49,798","49,863","36,948","33,380","26,934","20,637","16,911","12,307","6,683","2,711","657","113"
"경기도 용인시 처인구 (4146100000)","260,930","260,930","7,415","11,291","12,583","13,417","16,488","17,475","15,566","16,968","21,386","21,697","23,482","20,908","20,753","14,653","9,875","7,249","5,449","2,970","1,037","234","34","134,140","134,140","3,820","5,785","6,421","7,151","8,845","9,720","8,576","8,953","11,112","11,478","12,149","10,855","10,720","7,155","4,753","3,214","2,128","1,030","219","51","5","126,790","126,790","3,595","5,506","6,162","6,266","7,643","7,755","6,990","8,015","10,274","10,219","11,333","10,053","10,033","7,498","5,122","4,035","3,321","1,940","818","183","29"
"경기도 용인시 기흥구 (4146300000)","438,547","438,547","14,076","22,445","25,898","24,674","28,082","28,006","25,612","29,008","39,785","41,050","41,685","30,315","25,752","19,542","14,860","12,367","9,043","4,401","1,533","347","66","216,337","216,337","7,175","11,544","13,192","12,665","14,531","14,840","12,867","14,187","19,250","20,012","20,726","15,490","12,535","8,994","6,492","5,472","4,068","1,742","474","62","19","222,210","222,210","6,901","10,901","12,706","12,009","13,551","13,166","12,745","14,821","20,535","21,038","20,959","14,825","13,217","10,548","8,368","6,895","4,975","2,659","1,059","285","47"
"경기도 용인시 수지구 (4146500000)","376,892","376,892","12,735","20,759","23,424","21,979","22,772","22,686","22,776","26,861","35,014","35,830","35,003","24,466","20,159","16,020","12,745","10,854","7,756","3,520","1,236","252","45","183,759","183,759","6,475","10,546","11,987","11,117","11,509","11,453","10,991","12,705","16,573","17,289","17,432","12,396","10,029","7,132","5,598","4,873","3,745","1,436","402","63","8","193,133","193,133","6,260","10,213","11,437","10,862","11,263","11,233","11,785","14,156","18,441","18,541","17,571","12,070","10,130","8,888","7,147","5,981","4,011","2,084","834","189","37"
"경기도 파주시 (4148000000)","493,938","493,938","17,303","25,392","27,099","24,322","27,442","31,777","32,985","36,782","43,096","41,236","44,031","35,713","33,870","24,022","16,197","13,536","11,162","5,506","1,993","404","70","250,677","250,677","8,899","12,927","13,801","12,465","14,798","17,291","17,028","19,543","22,380","20,931","23,005","18,517","17,249","11,825","7,370","5,815","4,327","1,897","524","67","18","243,261","243,261","8,404","12,465","13,298","11,857","12,644","14,486","15,957","17,239","20,716","20,305","21,026","17,196","16,621","12,197","8,827","7,721","6,835","3,609","1,469","337","52"
"경기도 이천시 (4150000000)","224,077","224,077","6,721","10,096","11,052","12,248","13,378","17,270","15,362","15,090","17,583","17,352","18,921","16,912","17,687","11,995","7,929","5,912","4,875","2,651","822","193","28","116,626","116,626","3,452","5,214","5,697","6,407","7,332","10,252","8,683","7,892","9,376","8,846","9,893","8,749","9,156","6,134","3,806","2,697","1,917","869","204","46","4","107,451","107,451","3,269","4,882","5,355","5,841","6,046","7,018","6,679","7,198","8,207","8,506","9,028","8,163","8,531","5,861","4,123","3,215","2,958","1,782","618","147","24"
"경기도 안성시 (4155000000)","189,475","189,475","4,846","7,484","8,957","8,917","11,191","11,629","10,635","11,465","14,915","14,999","16,833","15,309","16,330","12,026","8,242","6,240","5,230","3,000","984","204","39","97,870","97,870","2,541","3,874","4,567","4,650","6,021","6,580","5,955","6,234","8,015","7,999","8,992","8,022","8,400","5,992","4,032","2,770","1,991","969","221","39","6","91,605","91,605","2,305","3,610","4,390","4,267","5,170","5,049","4,680","5,231","6,900","7,000","7,841","7,287","7,930","6,034","4,210","3,470","3,239","2,031","763","165","33"
"경기도 김포시 (4157000000)","484,071","484,071","19,771","30,082","29,192","22,156","23,269","27,338","30,910","39,909","50,930","42,289","38,345","31,954","31,725","24,014","16,230","11,733","8,332","4,082","1,442","323","45","241,884","241,884","10,207","15,279","14,867","11,269","12,080","13,865","15,043","19,548","25,902","22,204","19,719","16,225","15,860","11,434","7,669","5,474","3,424","1,376","369","59","11","242,187","242,187","9,564","14,803","14,325","10,887","11,189","13,473","15,867","20,361","25,028","20,085","18,626","15,729","15,865","12,580","8,561","6,259","4,908","2,706","1,073","264","34"
"경기도 화성시 (4159000000)","904,267","904,267","39,834","57,172","58,465","46,564","47,187","62,280","70,457","79,025","95,460","81,243","72,930","55,306","50,222","33,084","21,131","14,527","10,931","5,959","2,002","422","66","470,143","470,143","20,394","29,177","29,761","23,637","24,777","34,794","37,783","40,962","50,097","43,325","39,247","29,664","26,323","16,581","10,161","6,692","4,337","1,924","429","64","14","434,124","434,124","19,440","27,995","28,704","22,927","22,410","27,486","32,674","38,063","45,363","37,918","33,683","25,642","23,899","16,503","10,970","7,835","6,594","4,035","1,573","358","52"
"경기도 화성시동부출장소 (4159200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 화성시동탄출장소 (4159400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 광주시 (4161000000)","391,722","391,722","13,533","18,472","18,099","17,055","20,030","23,780","25,263","29,451","36,195","32,674","35,534","31,051","31,797","22,959","14,488","9,837","6,863","3,237","1,091","261","52","199,848","199,848","6,867","9,419","9,291","8,708","10,594","12,759","13,174","15,314","19,063","17,165","18,425","15,764","15,781","11,468","7,092","4,717","2,866","1,093","241","40","7","191,874","191,874","6,666","9,053","8,808","8,347","9,436","11,021","12,089","14,137","17,132","15,509","17,109","15,287","16,016","11,491","7,396","5,120","3,997","2,144","850","221","45"
"경기도 양주시 (4163000000)","239,697","239,697","7,562","11,392","12,718","12,045","13,615","13,742","13,416","14,771","19,396","20,435","21,853","18,830","18,580","14,305","9,443","7,709","5,725","2,900","989","236","35","121,383","121,383","3,846","5,776","6,395","6,128","7,323","7,435","7,058","7,624","9,804","10,506","11,363","9,926","9,522","7,078","4,463","3,568","2,299","996","223","43","7","118,314","118,314","3,716","5,616","6,323","5,917","6,292","6,307","6,358","7,147","9,592","9,929","10,490","8,904","9,058","7,227","4,980","4,141","3,426","1,904","766","193","28"
"경기도 포천시 (4165000000)","147,171","147,171","3,138","4,432","5,399","5,976","8,271","9,045","7,580","6,878","8,501","10,333","13,834","14,879","16,349","11,553","6,906","5,725","4,782","2,518","834","206","32","77,965","77,965","1,569","2,317","2,809","3,139","4,655","5,307","4,363","3,786","4,627","5,504","7,535","8,231","8,874","6,299","3,495","2,538","1,828","834","201","43","11","69,206","69,206","1,569","2,115","2,590","2,837","3,616","3,738","3,217","3,092","3,874","4,829","6,299","6,648","7,475","5,254","3,411","3,187","2,954","1,684","633","163","21"
"경기도 여주시 (4167000000)","113,027","113,027","2,678","3,930","4,638","4,814","5,697","5,832","5,485","5,606","7,659","8,133","9,818","10,193","11,504","9,199","6,157","4,657","4,004","2,063","764","170","26","57,467","57,467","1,343","2,058","2,444","2,446","3,057","3,254","3,000","2,903","3,913","4,158","5,178","5,329","5,930","4,624","3,129","2,161","1,616","690","203","28","3","55,560","55,560","1,335","1,872","2,194","2,368","2,640","2,578","2,485","2,703","3,746","3,975","4,640","4,864","5,574","4,575","3,028","2,496","2,388","1,373","561","142","23"
"경기도 연천군 (4180000000)","42,240","42,240","1,023","1,332","1,437","1,490","2,228","2,623","2,229","1,768","2,190","2,402","3,150","3,709","4,413","3,840","2,522","2,320","2,071","1,055","339","83","16","22,187","22,187","507","699","735","800","1,372","1,745","1,341","972","1,145","1,342","1,713","2,010","2,321","1,991","1,215","1,028","786","346","93","20","6","20,053","20,053","516","633","702","690","856","878","888","796","1,045","1,060","1,437","1,699","2,092","1,849","1,307","1,292","1,285","709","246","63","10"
"경기도 가평군 (4182000000)","62,219","62,219","1,224","1,733","2,173","2,331","2,838","3,108","2,655","2,725","3,539","4,057","5,164","5,791","7,199","6,072","3,866","3,190","2,574","1,411","451","99","19","32,112","32,112","602","901","1,080","1,218","1,605","1,831","1,493","1,470","1,858","2,207","2,765","3,083","3,683","3,165","1,926","1,484","1,063","522","127","23","6","30,107","30,107","622","832","1,093","1,113","1,233","1,277","1,162","1,255","1,681","1,850","2,399","2,708","3,516","2,907","1,940","1,706","1,511","889","324","76","13"
"경기도 양평군 (4183000000)","122,613","122,613","2,566","4,122","5,024","5,097","5,056","5,221","4,928","5,522","7,698","8,518","10,112","10,940","13,871","11,611","7,929","6,139","4,600","2,548","904","179","28","61,725","61,725","1,309","2,132","2,601","2,764","2,856","2,873","2,629","2,784","3,785","4,345","5,287","5,532","6,970","5,753","4,000","2,971","2,009","865","217","39","4","60,888","60,888","1,257","1,990","2,423","2,333","2,200","2,348","2,299","2,738","3,913","4,173","4,825","5,408","6,901","5,858","3,929","3,168","2,591","1,683","687","140","24"
"강원도  (4200000000)","1,537,339","1,537,339","41,006","55,811","64,968","67,488","85,072","85,873","78,938","81,651","104,048","112,643","133,562","129,031","149,795","116,193","74,518","63,605","54,082","26,830","9,525","2,354","346","773,491","773,491","20,959","28,645","33,429","35,308","47,482","48,572","42,566","42,468","52,711","57,781","69,593","66,050","74,818","58,256","35,045","27,984","20,804","8,387","2,087","481","65","763,848","763,848","20,047","27,166","31,539","32,180","37,590","37,301","36,372","39,183","51,337","54,862","63,969","62,981","74,977","57,937","39,473","35,621","33,278","18,443","7,438","1,873","281"
"동해출장소  (4210500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원도 춘천시 (4211000000)","286,466","286,466","8,541","11,661","13,226","13,109","18,470","18,939","17,270","17,141","20,820","20,867","24,564","22,271","24,166","18,677","11,107","10,176","8,855","4,543","1,621","385","57","141,392","141,392","4,344","5,990","6,849","6,772","9,864","10,149","9,063","8,690","10,327","10,178","12,380","11,218","11,658","9,074","5,037","4,406","3,431","1,456","398","92","16","145,074","145,074","4,197","5,671","6,377","6,337","8,606","8,790","8,207","8,451","10,493","10,689","12,184","11,053","12,508","9,603","6,070","5,770","5,424","3,087","1,223","293","41"
"강원도 원주시 (4213000000)","360,581","360,581","11,324","15,241","17,737","17,480","21,034","23,181","22,452","22,984","27,879","28,895","32,489","29,151","30,560","21,170","12,841","10,268","9,145","4,651","1,659","382","58","178,792","178,792","5,803","7,791","9,074","9,064","11,365","12,242","11,477","11,660","13,762","14,134","16,325","14,564","15,094","10,572","6,002","4,478","3,459","1,470","359","89","8","181,789","181,789","5,521","7,450","8,663","8,416","9,669","10,939","10,975","11,324","14,117","14,761","16,164","14,587","15,466","10,598","6,839","5,790","5,686","3,181","1,300","293","50"
